Program Educator II		Can build effective relationships with people from diverse backgrounds. Understands how achieving equity and inclusion requires a combination of personal behaviors, organizational practices, and institutionalized policies. 	1		
Program Educator II		Has excellent customer-service skills	1		
Program Educator II		Has good verbal communication skills	1		
Program Educator II		Has strong listening skills	1		
Program Educator II		Has good written communication skills	1		
Program Educator II		Can effectively present to groups of program participants	1		
Program Educator II		Knows CCETC financial policies and procedures	1		
Program Educator II		Effectively uses standard computer programs	1		
Program Educator II		Develops online information	1		
Program Educator II		Is able to use established systems for organizing own schedules and priorities	1		
Program Educator II		Can perform the necessary steps to accomplish program goals 	1		
Program Educator II		Effectively works as part of a team	1		
Program Educator II		Effectively works as part of a diverse team	1		
Program Educator II		Ability to deliver program appropriate to the audience	1		
Program Educator II		Able to identify appropriate resources for program delivery	1		
Program Educator II		Can administer evaluations designed by others	1		
Program Educator II		Knows CCETC policies re: volunteers	1		
Program Educator II		Can recruit, retain and supervise diverse volunteers appropriately	1		
Program Educator II		Can provide guidance to volunteers	1		
Program Educator II		Can provide low complexity administrative tasks surrounding marketing and promotion of the program	1		
Program Educator II		Can present information about programs and offerings to the public in a community/tabling forum	1		
Program Educator II		Can provide effective guidance to others	1		
Program Educator II		Can effectively work from home	1		
Program Educator II		Awareness of Personal Strengths and Values	1		
Program Educator II		Ability to make positive changes.	1		
Program Educator II		Career Advancement	1		
Program Coordinator II		Knows CCETC staff benefits	1		
Program Coordinator II		Knows how to use shared office equipment	1		
Program Coordinator II		Familiar with physical environment of CCETC workplace	1		
Program Coordinator II		Knows basic HR, building and safety policies	1		
Program Coordinator II		Knows CCE mission, history and organizational structure	1		
Program Coordinator II		Understands CCETC's unwritten organizational culture	1		
Program Coordinator II		Familiar with CCETC Strategic Plan	1		
Program Coordinator II		Knows CCETC risk management and other safety procedures	1		
Program Coordinator II		Knows CCETC non-discrimination policies	1		
Program Coordinator II		Knows health-related staff support services	1		
Program Coordinator II		Stress management skills	1		
Program Coordinator II		Successfully contributes to an inclusive organizational culture	1		
Program Coordinator II		Can build effective relationships with people from diverse backgrounds. Understands how achieving equity and inclusion requires a combination of personal behaviors, organizational practices, and institutionalized policies. 	1		
Program Coordinator II		Has excellent customer-service skills	1		
Program Coordinator II		Has good verbal communication skills	1		
Program Coordinator II		Has strong listening skills	1		
Program Coordinator II		Has good written communication skills	1		
Program Coordinator II		Can effectively present to groups of program participants	1		
Program Coordinator II		Knows CCETC financial policies and procedures	1		
Program Coordinator II		Effectively uses standard computer programs	1		
Program Coordinator II		Develops online information	1		
Program Coordinator II		Is able to use established systems for organizing own schedules and priorities	1		
Program Coordinator II		Can perform the necessary steps to accomplish program goals 	1		
Program Coordinator II		Effectively works as part of a team	1		
Program Coordinator II		Effectively works as part of a diverse team	1		
Program Coordinator II		Ability to deliver program appropriate to the audience	1		
Program Coordinator II		Able to identify appropriate resources for program delivery	1		
Program Coordinator II		Can administer evaluations designed by others	1		
Program Coordinator II		Knows CCETC policies re: volunteers	1		
Program Coordinator II		Can recruit, retain and supervise diverse volunteers appropriately	1		
Program Coordinator II		Can provide guidance to volunteers	1		
Program Coordinator II		Can provide low complexity administrative tasks surrounding marketing and promotion of the program	1		
Program Coordinator II		Can present information about programs and offerings to the public in a community/tabling forum	1		
Program Coordinator II		Can provide effective guidance to others	1		
Program Coordinator II		Can effectively work from home	1		
Program Coordinator II		Awareness of Personal Strengths and Values	1		
Program Coordinator II		Ability to make positive changes.	1		
Program Coordinator II		Career Advancement	1		
Program Coordinator II		Conducts new staff orientation	2		
Program Coordinator II		Understands CCE Tompkins Strategic Plan	2		
Program Coordinator II		Knows CCETC risk management and other safety procedures 	2		
Program Coordinator II		Ensures safe working conditions for others on team	2		
Program Coordinator II		Able to direct others in risky situations	2		
Program Coordinator II		Ensures security of paper and electronic information	2		
Program Coordinator II		Successfully hires and supervises staff from diverse backgrounds	2		
Program Coordinator II		Integrates CCETC diversity goals into programming	2		
Program Coordinator II		Has strong verbal communication skills	2		
Program Coordinator II		Has appropriate communication skills in leadership roles	2		
Program Coordinator II		Has good skills in communicating program related information	2		
Program Coordinator II		Can plan presentations and engage audiences	2		
Program Coordinator II		Explains CCETC financial policies and procedures to others	2		
Program Coordinator II		Develops budgets and track expenses	2		
Program Coordinator II		Writes successful grant proposals	2		
Program Coordinator II		Is able to plan and implement other financial resource development efforts	2		
Program Coordinator II		Develops online information	2		
Program Coordinator II		Can effectively teach online	2		
Program Coordinator II		Can assist others in organization	2		
Program Coordinator II		Can implement a program plan and lead others in implementing goals and budgets	2		
Program Coordinator II		Can provide effective supervision to subordinate employees in project management	2		
Program Coordinator II		Can effectively lead a diverse team and build a healthy team dynamic that values all contributors	2		
Program Coordinator II		Can effectively build and establish diverse new relationships and partnerships to further program efforts	2		
Program Coordinator II		Conflict management & resolution	2		
Program Coordinator II		Ability to adapt program to meet differences within the audience	2		
Program Coordinator II		Can develop new evaluation tools	2		
Program Coordinator II		Can perform a needs assessment 	2		
Program Coordinator II		Can assist program leaders in developing marketing strategies	2		
Program Coordinator II		Can effectively supervise and direct others	2		
Program Coordinator II		Can effectively work from home	2		
Program Coordinator II		Can assist staff to plan staff development opportunities	2		
Program Coordinator II		Can provide performance feedback & performance reviews	2		
Program Coordinator II		Can effectively navigate CCE Tompkins hiring process	2		
Program Coordinator II		Knows how CCE Tompkins' diversity mission fits into the hiring process	2		
Communications Coordinator		Knows CCETC staff benefits	1		
Communications Coordinator		Knows how to use shared office equipment	1		
Communications Coordinator		Familiar with physical environment of CCETC workplace	1		
Communications Coordinator		Knows basic HR, building and safety policies	1		
Communications Coordinator		Knows CCE mission, history and organizational structure	1		
Communications Coordinator		Understands CCETC's unwritten organizational culture	1		
Communications Coordinator		Familiar with CCETC Strategic Plan	1		
Communications Coordinator		Knows CCETC risk management and other safety procedures	1		
Communications Coordinator		Knows CCETC non-discrimination policies	1		
Communications Coordinator		Knows health-related staff support services	1		
Communications Coordinator		Stress management skills	1		
Communications Coordinator		Successfully contributes to an inclusive organizational culture	1		
Communications Coordinator		Can build effective relationships with people from diverse backgrounds. Understands how achieving equity and inclusion requires a combination of personal behaviors, organizational practices, and institutionalized policies. 	1		
Communications Coordinator		Has excellent customer-service skills	1		
Communications Coordinator		Has good verbal communication skills	1		
Communications Coordinator		Has strong listening skills	1		
Communications Coordinator		Has good written communication skills	1		
Communications Coordinator		Can effectively present to groups of program participants	1		
Communications Coordinator		Knows CCETC financial policies and procedures	1		
Communications Coordinator		Effectively uses standard computer programs	1		
Communications Coordinator		Develops online information	1		
Communications Coordinator		Is able to use established systems for organizing own schedules and priorities	1		
Communications Coordinator		Can perform the necessary steps to accomplish program goals 	1		
Communications Coordinator		Effectively works as part of a team	1		
Communications Coordinator		Effectively works as part of a diverse team	1		
Communications Coordinator		Ability to deliver program appropriate to the audience	1		
Communications Coordinator		Able to identify appropriate resources for program delivery	1		
Communications Coordinator		Can administer evaluations designed by others	1		
Communications Coordinator		Knows CCETC policies re: volunteers	1		
Communications Coordinator		Can recruit, retain and supervise diverse volunteers appropriately	1		
Communications Coordinator		Can provide guidance to volunteers	1		
Communications Coordinator		Can provide low complexity administrative tasks surrounding marketing and promotion of the program	1		
Communications Coordinator		Can present information about programs and offerings to the public in a community/tabling forum	1		
Communications Coordinator		Can provide effective guidance to others	1		
Communications Coordinator		Can effectively work from home	1		
Communications Coordinator		Awareness of Personal Strengths and Values	1		
Communications Coordinator		Ability to make positive changes.	1		
Communications Coordinator		Career Advancement	1		
Subject Educator I		Knows CCETC staff benefits	1		
Subject Educator I		Knows how to use shared office equipment	1		
Subject Educator I		Familiar with physical environment of CCETC workplace	1		
Subject Educator I		Knows basic HR, building and safety policies	1		
Subject Educator I		Knows CCE mission, history and organizational structure	1		
Subject Educator I		Understands CCETC's unwritten organizational culture	1		
Subject Educator I		Familiar with CCETC Strategic Plan	1		
Subject Educator I		Knows CCETC risk management and other safety procedures	1		
Subject Educator I		Knows CCETC non-discrimination policies	1		
Subject Educator I		Knows health-related staff support services	1		
Subject Educator I		Stress management skills	1		
Subject Educator I		Successfully contributes to an inclusive organizational culture	1		
Subject Educator I		Can build effective relationships with people from diverse backgrounds. Understands how achieving equity and inclusion requires a combination of personal behaviors, organizational practices, and institutionalized policies. 	1		
Subject Educator I		Has excellent customer-service skills	1		
Subject Educator I		Has good verbal communication skills	1		
Subject Educator I		Has strong listening skills	1		
Subject Educator I		Has good written communication skills	1		
Subject Educator I		Can effectively present to groups of program participants	1		
Subject Educator I		Knows CCETC financial policies and procedures	1		
Subject Educator I		Effectively uses standard computer programs	1		
Subject Educator I		Develops online information	1		
Subject Educator I		Is able to use established systems for organizing own schedules and priorities	1		
Subject Educator I		Can perform the necessary steps to accomplish program goals 	1		
Subject Educator I		Effectively works as part of a team	1		
Subject Educator I		Effectively works as part of a diverse team	1		
Subject Educator I		Ability to deliver program appropriate to the audience	1		
Subject Educator I		Able to identify appropriate resources for program delivery	1		
Subject Educator I		Can administer evaluations designed by others	1		
Subject Educator I		Knows CCETC policies re: volunteers	1		
Subject Educator I		Can recruit, retain and supervise diverse volunteers appropriately	1		
Subject Educator I		Can provide guidance to volunteers	1		
Subject Educator I		Can provide low complexity administrative tasks surrounding marketing and promotion of the program	1		
Subject Educator I		Can present information about programs and offerings to the public in a community/tabling forum	1		
Subject Educator I		Can provide effective guidance to others	1		
Subject Educator I		Can effectively work from home	1		
Subject Educator I		Awareness of Personal Strengths and Values	1		
Subject Educator I		Ability to make positive changes.	1		
Subject Educator I		Career Advancement	1		
Subject Educator I		Conducts new staff orientation	2		
Subject Educator I		Understands CCE Tompkins Strategic Plan	2		
Subject Educator I		Knows CCETC risk management and other safety procedures 	2		
Subject Educator I		Ensures safe working conditions for others on team	2		
Subject Educator I		Able to direct others in risky situations	2		
Subject Educator I		Ensures security of paper and electronic information	2		
Subject Educator I		Successfully hires and supervises staff from diverse backgrounds	2		
Subject Educator I		Integrates CCETC diversity goals into programming	2		
Subject Educator I		Has strong verbal communication skills	2		
Subject Educator I		Has appropriate communication skills in leadership roles	2		
Subject Educator I		Has good skills in communicating program related information	2		
Subject Educator I		Can plan presentations and engage audiences	2		
Subject Educator I		Explains CCETC financial policies and procedures to others	2		
Subject Educator I		Develops budgets and track expenses	2		
Subject Educator I		Writes successful grant proposals	2		
Subject Educator I		Is able to plan and implement other financial resource development efforts	2		
Subject Educator I		Develops online information	2		
Subject Educator I		Can effectively teach online	2		
Subject Educator I		Can assist others in organization	2		
Subject Educator I		Can implement a program plan and lead others in implementing goals and budgets	2		
Subject Educator I		Can provide effective supervision to subordinate employees in project management	2		
Subject Educator I		Can effectively lead a diverse team and build a healthy team dynamic that values all contributors	2		
Subject Educator I		Can effectively build and establish diverse new relationships and partnerships to further program efforts	2		
Subject Educator I		Conflict management & resolution	2		
Subject Educator I		Ability to adapt program to meet differences within the audience	2		
Subject Educator I		Can develop new evaluation tools	2		
Subject Educator I		Can perform a needs assessment 	2		
Subject Educator I		Can assist program leaders in developing marketing strategies	2		
Subject Educator I		Can effectively supervise and direct others	2		
Subject Educator I		Can effectively work from home	2		
Subject Educator I		Can assist staff to plan staff development opportunities	2		
Subject Educator I		Can provide performance feedback & performance reviews	2		
Subject Educator I		Can effectively navigate CCE Tompkins hiring process	2		
Subject Educator I		Knows how CCE Tompkins' diversity mission fits into the hiring process	2		
Subect Educator II		Knows CCETC staff benefits	1		
Subect Educator II		Knows how to use shared office equipment	1		
Subect Educator II		Familiar with physical environment of CCETC workplace	1		
Subect Educator II		Knows basic HR, building and safety policies	1		
Subect Educator II		Knows CCE mission, history and organizational structure	1		
Subect Educator II		Understands CCETC's unwritten organizational culture	1		
Subect Educator II		Familiar with CCETC Strategic Plan	1		
Subect Educator II		Knows CCETC risk management and other safety procedures	1		
Subect Educator II		Knows CCETC non-discrimination policies	1		
Subect Educator II		Knows health-related staff support services	1		
Subect Educator II		Stress management skills	1		
Subect Educator II		Successfully contributes to an inclusive organizational culture	1		
Subect Educator II		Can build effective relationships with people from diverse backgrounds. Understands how achieving equity and inclusion requires a combination of personal behaviors, organizational practices, and institutionalized policies. 	1		
Subect Educator II		Has excellent customer-service skills	1		
Subect Educator II		Has good verbal communication skills	1		
Subect Educator II		Has strong listening skills	1		
Subect Educator II		Has good written communication skills	1		
Subect Educator II		Can effectively present to groups of program participants	1		
Subect Educator II		Knows CCETC financial policies and procedures	1		
Subect Educator II		Effectively uses standard computer programs	1		
Subect Educator II		Develops online information	1		
Subect Educator II		Is able to use established systems for organizing own schedules and priorities	1		
Subect Educator II		Can perform the necessary steps to accomplish program goals 	1		
Subect Educator II		Effectively works as part of a team	1		
Subect Educator II		Effectively works as part of a diverse team	1		
Subect Educator II		Ability to deliver program appropriate to the audience	1		
Subect Educator II		Able to identify appropriate resources for program delivery	1		
Subect Educator II		Can administer evaluations designed by others	1		
Subect Educator II		Knows CCETC policies re: volunteers	1		
Subect Educator II		Can recruit, retain and supervise diverse volunteers appropriately	1		
Subect Educator II		Can provide guidance to volunteers	1		
Subect Educator II		Can provide low complexity administrative tasks surrounding marketing and promotion of the program	1		
Subect Educator II		Can present information about programs and offerings to the public in a community/tabling forum	1		
Subect Educator II		Can provide effective guidance to others	1		
Subect Educator II		Can effectively work from home	1		
Subect Educator II		Awareness of Personal Strengths and Values	1		
Subect Educator II		Ability to make positive changes.	1		
Subect Educator II		Career Advancement	1		
Subect Educator II		Conducts new staff orientation	2		
Subect Educator II		Understands CCE Tompkins Strategic Plan	2		
Subect Educator II		Knows CCETC risk management and other safety procedures 	2		
Subect Educator II		Ensures safe working conditions for others on team	2		
Subect Educator II		Able to direct others in risky situations	2		
Subect Educator II		Ensures security of paper and electronic information	2		
Subect Educator II		Successfully hires and supervises staff from diverse backgrounds	2		
Subect Educator II		Integrates CCETC diversity goals into programming	2		
Subect Educator II		Has strong verbal communication skills	2		
Subect Educator II		Has appropriate communication skills in leadership roles	2		
Subect Educator II		Has good skills in communicating program related information	2		
Subect Educator II		Can plan presentations and engage audiences	2		
Subect Educator II		Explains CCETC financial policies and procedures to others	2		
Subect Educator II		Develops budgets and track expenses	2		
Subect Educator II		Writes successful grant proposals	2		
Subect Educator II		Is able to plan and implement other financial resource development efforts	2		
Subect Educator II		Develops online information	2		
Subect Educator II		Can effectively teach online	2		
Subect Educator II		Can assist others in organization	2		
Subect Educator II		Can implement a program plan and lead others in implementing goals and budgets	2		
Subect Educator II		Can provide effective supervision to subordinate employees in project management	2		
Subect Educator II		Can effectively lead a diverse team and build a healthy team dynamic that values all contributors	2		
Subect Educator II		Can effectively build and establish diverse new relationships and partnerships to further program efforts	2		
Subect Educator II		Conflict management & resolution	2		
Subect Educator II		Ability to adapt program to meet differences within the audience	2		
Subect Educator II		Can develop new evaluation tools	2		
Subect Educator II		Can perform a needs assessment 	2		
Subect Educator II		Can assist program leaders in developing marketing strategies	2		
Subect Educator II		Can effectively supervise and direct others	2		
Subect Educator II		Can effectively work from home	2		
Subect Educator II		Can assist staff to plan staff development opportunities	2		
Subect Educator II		Can provide performance feedback & performance reviews	2		
Subect Educator II		Can effectively navigate CCE Tompkins hiring process	2		
Subect Educator II		Knows how CCE Tompkins' diversity mission fits into the hiring process	2		
Program Leader I		Knows CCETC staff benefits	1		
Program Leader I		Knows how to use shared office equipment	1		
Program Leader I		Familiar with physical environment of CCETC workplace	1		
Program Leader I		Knows basic HR, building and safety policies	1		
Program Leader I		Knows CCE mission, history and organizational structure	1		
Program Leader I		Understands CCETC's unwritten organizational culture	1		
Program Leader I		Familiar with CCETC Strategic Plan	1		
Program Leader I		Knows CCETC risk management and other safety procedures	1		
Program Leader I		Knows CCETC non-discrimination policies	1		
Program Leader I		Knows health-related staff support services	1		
Program Leader I		Stress management skills	1		
Program Leader I		Successfully contributes to an inclusive organizational culture	1		
Program Leader I		Can build effective relationships with people from diverse backgrounds. Understands how achieving equity and inclusion requires a combination of personal behaviors, organizational practices, and institutionalized policies. 	1		
Program Leader I		Has excellent customer-service skills	1		
Program Leader I		Has good verbal communication skills	1		
Program Leader I		Has strong listening skills	1		
Program Leader I		Has good written communication skills	1		
Program Leader I		Can effectively present to groups of program participants	1		
Program Leader I		Knows CCETC financial policies and procedures	1		
Program Leader I		Effectively uses standard computer programs	1		
Program Leader I		Develops online information	1		
Program Leader I		Is able to use established systems for organizing own schedules and priorities	1		
Program Leader I		Can perform the necessary steps to accomplish program goals 	1		
Program Leader I		Effectively works as part of a team	1		
Program Leader I		Effectively works as part of a diverse team	1		
Program Leader I		Ability to deliver program appropriate to the audience	1		
Program Leader I		Able to identify appropriate resources for program delivery	1		
Program Leader I		Can administer evaluations designed by others	1		
Program Leader I		Knows CCETC policies re: volunteers	1		
Program Leader I		Can recruit, retain and supervise diverse volunteers appropriately	1		
Program Leader I		Can provide guidance to volunteers	1		
Program Leader I		Can provide low complexity administrative tasks surrounding marketing and promotion of the program	1		
Program Leader I		Can present information about programs and offerings to the public in a community/tabling forum	1		
Program Leader I		Can provide effective guidance to others	1		
Program Leader I		Can effectively work from home	1		
Program Leader I		Awareness of Personal Strengths and Values	1		
Program Leader I		Ability to make positive changes.	1		
Program Leader I		Career Advancement	1		
Program Leader I		Conducts new staff orientation	2		
Program Leader I		Understands CCE Tompkins Strategic Plan	2		
Program Leader I		Knows CCETC risk management and other safety procedures 	2		
Program Leader I		Ensures safe working conditions for others on team	2		
Program Leader I		Able to direct others in risky situations	2		
Program Leader I		Ensures security of paper and electronic information	2		
Program Leader I		Successfully hires and supervises staff from diverse backgrounds	2		
Program Leader I		Integrates CCETC diversity goals into programming	2		
Program Leader I		Has strong verbal communication skills	2		
Program Leader I		Has appropriate communication skills in leadership roles	2		
Program Leader I		Has good skills in communicating program related information	2		
Program Leader I		Can plan presentations and engage audiences	2		
Program Leader I		Explains CCETC financial policies and procedures to others	2		
Program Leader I		Develops budgets and track expenses	2		
Program Leader I		Writes successful grant proposals	2		
Program Leader I		Is able to plan and implement other financial resource development efforts	2		
Program Leader I		Develops online information	2		
Program Leader I		Can effectively teach online	2		
Program Leader I		Can assist others in organization	2		
Program Leader I		Can implement a program plan and lead others in implementing goals and budgets	2		
Program Leader I		Can provide effective supervision to subordinate employees in project management	2		
Program Leader I		Can effectively lead a diverse team and build a healthy team dynamic that values all contributors	2		
Program Leader I		Can effectively build and establish diverse new relationships and partnerships to further program efforts	2		
Program Leader I		Conflict management & resolution	2		
Program Leader I		Ability to adapt program to meet differences within the audience	2		
Program Leader I		Can develop new evaluation tools	2		
Program Leader I		Can perform a needs assessment 	2		
Program Leader I		Can assist program leaders in developing marketing strategies	2		
Program Leader I		Can effectively supervise and direct others	2		
Program Leader I		Can effectively work from home	2		
Program Leader I		Can assist staff to plan staff development opportunities	2		
