Organizational Knowledge	Knows CCETC staff benefits	1	Able to locate & use information re: staff benefits (including ongoing staff resources such as EAP, Wellness Program, etc.).	HR Benefits Session 	Benefits Session with HR rep (arranged with all eligible staff)	Contact Krystal Dunn or Theresa Emerick.	0	
Health, Safety & Risk Management	Knows CCETC risk management and other safety procedures 	2	Understands and can carry out CCETC policies and procedures re: building security, accident management and reporting, on-the-job driving, contracts and insurance, volunteers, photo release forms, permission forms and emergency action plan. Knows building layout, general emergency procedures, and who to contact in case of an emergency (during & after standard business hours). Knows who to contact concerning routine maintenance problems.	CCE Professional Development Resources	Online resources on a variety of risk-management topics, including summer programming, volunteer risk management and specialized 4-H and youth protection topics	http://staff.cce.cornell.edu/orgdev/Pages/risk.aspx	0	
Health, Safety & Risk Management	Knows CCETC non-discrimination policies	1	Understands and can communicate organizational non-discrimination policies (including CCETC's non-sexual harrassment and diversity & inclusion policies). Knows support resources available, who to contact with concerns, and what to do if concerns are not adequately addressed.	Sexual Harassment/Workplace Harassment Training 	In-person training on policies and laws (required every 2 years for all employees)	Contact HR office for next scheduled training. 	0	
Health, Safety & Risk Management	Knows CCETC non-discrimination policies	1	Understands and can communicate organizational non-discrimination policies (including CCETC's non-sexual harrassment and diversity & inclusion policies). Knows support resources available, who to contact with concerns, and what to do if concerns are not adequately addressed.	Civil Rights Training	Civil Rights Training is provided annually via webinar by CCE Admin personnel (offered summer and fall).	http://staff.cce.cornell.edu/orgdev/Pages/Training.aspx	0	
Health, Safety & Risk Management	Knows CCETC non-discrimination policies	1	Understands and can communicate organizational non-discrimination policies (including CCETC's non-sexual harrassment and diversity & inclusion policies). Knows support resources available, who to contact with concerns, and what to do if concerns are not adequately addressed.	Civil Rights Training	Staff can also view a pre-recorded Civil Rights Training.	http://www.staff.cce.cornell.edu/orgdev/Pages/Course-Description2.aspx?courseid=55	0	
Health, Safety & Risk Management	Knows CCETC non-discrimination policies	1	Understands and can communicate organizational non-discrimination policies (including CCETC's non-sexual harrassment and diversity & inclusion policies). Knows support resources available, who to contact with concerns, and what to do if concerns are not adequately addressed.	CCE Resources on Diversity, Inclusion, and EPO	The CCE Administration's website with recorded webinars and other resources re: diversity and inclusion 	http://www.staff.cce.cornell.edu/orgdev/Pages/diversity.aspx	0	
Health, Safety & Risk Management	Knows CCETC non-discrimination policies	1	Understands and can communicate organizational non-discrimination policies (including CCETC's sexual non-harrassment and diversity & inclusion policies). Knows support resources available, who to contact with concerns, and what to do if concerns are not adequately addressed.	CCE Tompkins Diversity Statement and Committee	Web-based information related to CCE-Tompkins policies and goals	http://ccetompkins.org/diversity	0	
Health, Safety & Risk Management	Knows health-related staff support services	1	Knows the support services available to staff members and how to access them (e.g., EAP, Family Leave, ADA & reasonable accommodation laws, etc.).	CCE Tompkins Policy Manual	The manual reviews all employee benefits and policies related to them (except EAP and Vision Coverage)	http://ccetompkins.org/about-us/human-resource-policy-manual	0	
Health, Safety & Risk Management	Knows health-related staff support services	1	Knows the support services available to staff members and how to access them (e.g., EAP, Family Leave, ADA & reasonable accommodation laws, etc.).	MyCCE	Information about employee benefits and support services	https://mycce.me/content/my-hr-forms-and-tools-for-employee-use	0	
Health, Safety & Risk Management	Knows health-related staff support services	1	Knows the support services available to staff members and how to access them (e.g., EAP, Family Leave, ADA & reasonable accommodation laws, etc.).	Employee Assistance Program (confidential counseling)	Info about CCETC's Employee Assistance Program (EAP) based at Family and Children's Services and how to access it	http://www.fcsith.org/eap/	0	
Health, Safety & Risk Management	Stress management skills	1	Knows how to manage stress, maintain work/life balance, resolve workplace conflicts, and where to seek help if needed.	Employee Assistance Program (confidential counseling)	6-8 anonymous, confidential in-person counseling sessions available at no charge to employees through Family and Children's Services	http://www.fcsith.org/eap/	0	
Health, Safety & Risk Management	Stress management skills	1	Knows how to manage stress, maintain work/life balance, resolve workplace conflicts, and where to seek help if needed.	Employee Assistance Program (workshops & trainings)	Employees may attend EAP Seminars on the following topics: Time Management and Achieving Work-Life Balance, Keeping Your Cool: Resolving Conflict in the Workplace. Staff can attend at Family and Children's Services or, if there is enough interest, the programs can be offered on location. (there is a cost- $150 per hour if offered onsite)		2	
Health, Safety & Risk Management	Stress management skills	1	Knows how to manage stress, maintain work/life balance, resolve workplace conflicts, and where to seek help if needed.	CCE Professional Development Webinar	Change Burn-Out and Stress to Job Satisfaction: Taking Charge of You" (free webinar)	http://staff.cce.cornell.edu/orgdev/Pages/Course-Description2.aspx?courseid=69	0	
Health, Safety & Risk Management	Stress management skills	1	Knows how to manage stress, maintain work/life balance, resolve workplace conflicts, and where to seek help if needed.	Lynda.com - Business: Business Skills	Web-based training videos on many topics. Free to staff with Cornell NetID. Examples: Powerless to Powerful: Taking Control; Learning to Be Assertive; Managing Stress; Building Resiliance; Building Self-Confidence	https://it.cornell.edu/lynda	0	
Health, Safety & Risk Management	Stress management skills	1	Knows how to manage stress, maintain work/life balance, resolve workplace conflicts, and where to seek help if needed.	Skillport - Business Skills: Communications Skills	Web-based training videos on many topics. Free to staff with Cornell NetID. Example: Recognizing Conflict in the Workplace	https://it.cornell.edu/skillsoft	0	
Health, Safety & Risk Management	Stress management skills	1	Knows how to manage stress, maintain work/life balance, resolve workplace conflicts, and where to seek help if needed.	TED Talk	Free online videos on a variety of topics, ranging from informational to inspirational. Example: How to Make Stress Your Friend 	https://www.ted.com/talks	0	
Health, Safety & Risk Management	Stress management skills	1	Knows how to manage stress, maintain work/life balance, resolve workplace conflicts, and where to seek help if needed.	GrantSpace	73-minute video on strategies for "impact without burnout." Offers tips for self-care in the non-profit sector. 	http://grantspace.org/tools/multimedia/video/the-happy-healthy-nonprofit-strategies-for-impact-without-burnout-2017-02-02	0	
Health, Safety & Risk Management	Ensures safe working conditions for others on team	2	Ensures team members have safe and appropriate working conditions (e.g., ergonomically appropriate work stations), and knows the CCETC resources available to assist in providing those.	 				
	Ensures safe working conditions for others on team	2	Ensures team members have safe and appropriate working conditions (e.g., ergonomically appropriate work stations), and knows the CCETC resources available to assist in providing those.	CU Learn	In-person training and online training through Cornell that aims to ensure safety at the workplace. No cost, but class availability varies (ex: Office Worker Safety, Cornell University Health and Safety Basics, etc.).	http://culearn.cornell.edu/	0	
Health, Safety & Risk Management	Able to direct others in risky situations	2	Able to direct others on appropriate action in the case of an accident, emergency, alleged harassment/discrimination, and other health & safety concerns.					
Health, Safety & Risk Management	Ensures security of paper and electronic information	2	Understands CCE policies and procedures re: the security of electronic information, and ensures compliance.	Cornell IT Resources - Security & Policy	CCE follows Cornell's electronic security policy and procedures.  Cornell's IT department has a page with information for staff to become acquainted with Cornell's practices and resources.	https://it.cornell.edu/	0	
Health, Safety & Risk Management	Ensures security of paper and electronic information	2	Understands CCE policies and procedures re: the security of electronic information, and ensures compliance.	Skillport - IT Skills: Security	Web-based training videos on many topics. Free to staff with Cornell NetID. Examples: IT Security for End Users: Using Corporate Devices Securely; more	https://it.cornell.edu/skillsoft	0	
Health, Safety & Risk Management	Ensures workplace health and safety for all	3	Assists program managers and supervisors with complex decision-making re: health and safety concerns. Develops policies and procedures for risk management and workplace safety. Ensures compliance.	Skillport - Business Skills: Human Resources	Web-based training videos on many topics. Free to staff with Cornell NetID. Examples: Workplace Management: Risk Management; Risk Management: Organizational Risk and Safety and Health Legislation	https://it.cornell.edu/skillsoft	0	
Equity & Inclusion	Successfully contributes to an inclusive organizational culture	1	Interacts respectfully and appropriately with people from a wide variety of backgrounds & life experiences. Understands and adapts to cultural differences in communication, relational, presentational and other styles/preferences and norms. Is self-aware of own cultural styles/preferences and norms. Understand how one's own background (cultural, socio-economic, generational, educational, etc.) impacts how one perceives other people and situations. Regularly seeks out opportunities to learn about the histories, cultures, experiences, etc. of people from a wide variety of backgrounds & life experiences. 	Multicultural Resource Center (MRC) Talking Circles	Highly regarded facilitated dialogues to help participants learn about and dismantle systemic racism, build strategies for resistance and alternatives, and promote healing	http://multiculturalresourcecenter.org/talkingcircles/	0	
Equity & Inclusion	Successfully contributes to an inclusive organizational culture	1	Interacts respectfully and appropriately with people from a wide variety of backgrounds & life experiences. Understands and adapts to cultural differences in communication, relational, presentational and other styles/preferences and norms. Is self-aware of own cultural styles/preferences and norms. Understand how one's own background (cultural, socio-economic, generational, educational, etc.) impacts how one perceives other people and situations. Regularly seeks out opportunities to learn about the histories, cultures, experiences, etc. of people from a wide variety of backgrounds & life experiences. 	Natural Leaders Initiative (NLI) Workshops	NLI offers a variety of highly praised workshops related to building diverse relationships, cultivating diverse participation and leadership, leveraging the power of diverse teams, and more. Check website for information on upcoming workshops or email <natural.leaders@cornell.edu>. 	http://ccetompkins.org/community/natural-leaders-initiative/programs-for-community-groups-and-organizations	0	
Equity & Inclusion	Successfully contributes to an inclusive organizational culture	1	Interacts respectfully and appropriately with people from a wide variety of backgrounds & life experiences. Understands and adapts to cultural differences in communication, relational, presentational and other styles/preferences and norms. Is self-aware of own cultural styles/preferences and norms. Understand how one's own background (cultural, socio-economic, generational, educational, etc.) impacts how one perceives other people and situations. Regularly seeks out opportunities to learn about the histories, cultures, experiences, etc. of people from a wide variety of backgrounds & life experiences. 	CCE Administration "Opening Doors" Workshop	Opening Doors (offered on the Cornell campus) is a highly valued, time-tested workshop model for creating a climate for constructive change on diversity for individuals and organizations. Opening Doors offers a foundational understanding of diversity that supports staff in developing a deeper awareness, understanding and skills for effectively working across differences. Cost is $495.	http://staff.cce.cornell.edu/orgdev/Pages/Course-Description2.aspx?courseid=136	2	
Equity & Inclusion	Successfully contributes to an inclusive organizational culture	1	Interacts respectfully and appropriately with people from a wide variety of backgrounds & life experiences. Understands and adapts to cultural differences in communication, relational, presentational and other styles/preferences and norms. Is self-aware of own cultural styles/preferences and norms. Understand how one's own background (cultural, socio-economic, generational, educational, etc.) impacts how one perceives other people and situations. Regularly seeks out opportunities to learn about the histories, cultures, experiences, etc. of people from a wide variety of backgrounds & life experiences. 	Human Services Coalition of Tompkins County (HSC-TC) Workshops	HSC-TC offers a variety of workshops throughout the year on diversity, equity and inclusion. Check their website for schedule and cost. Examples: From Micro-Aggressions to Equity; Cultural Competency	http://hsctc.org/index.php?page=training	1	
Equity & Inclusion	Successfully contributes to an inclusive organizational culture	1	Interacts respectfully and appropriately with people from a wide variety of backgrounds & life experiences. Understands and adapts to cultural differences in communication, relational, presentational and other styles/preferences and norms. Is self-aware of own cultural styles/preferences and norms. Understand how one's own background (cultural, socio-economic, generational, educational, etc.) impacts how one perceives other people and situations. Regularly seeks out opportunities to learn about the histories, cultures, experiences, etc. of people from a wide variety of backgrounds & life experiences. 	Tompkins County Diversity Consortium Roundtable	Bi-annual conference that offers multiple presentations on diversity related topics	http://diversityconsortium.org/home.aspx	0	
Equity & Inclusion	Successfully contributes to an inclusive organizational culture	1	Interacts respectfully and appropriately with people from a wide variety of backgrounds & life experiences. Understands and adapts to cultural differences in communication, relational, presentational and other styles/preferences and norms. Is self-aware of own cultural styles/preferences and norms. Understand how one's own background (cultural, socio-economic, generational, educational, etc.) impacts how one perceives other people and situations. Regularly seeks out opportunities to learn about the histories, cultures, experiences, etc. of people from a wide variety of backgrounds & life experiences. 	Lynda.com - Business: Business Skills	Web-based training videos on many topics. Free to staff with Cornell NetID. Examples: Communicating Across Cultures; Developing Cross-Cultural Intelligence; Having Difficult Conversations	https://it.cornell.edu/lynda	0	
Equity & Inclusion	Successfully contributes to an inclusive organizational culture	1	Interacts respectfully and appropriately with people from a wide variety of backgrounds & life experiences. Understands and adapts to cultural differences in communication, relational, presentational and other styles/preferences and norms. Is self-aware of own cultural styles/preferences and norms. Understand how one's own background (cultural, socio-economic, generational, educational, etc.) impacts how one perceives other people and situations. Regularly seeks out opportunities to learn about the histories, cultures, experiences, etc. of people from a wide variety of backgrounds & life experiences. 	CU Learn	In-person training through Cornell that covers the significance of inclusion, diversity, and exclusion. Course duration can last from 3 to 7 hours (examples: HR 2017 and HR 3006). Cost ranges from $35 to $75. 	http://culearn.cornell.edu/	2	
Equity & Inclusion	Can build effective relationships with people from diverse backgrounds. Understands how achieving equity and inclusion requires a combination of personal behaviors, organizational practices, and institutionalized policies. 	1	Able to build trusted relationships with people from diverse cultural and economic background. Able to build trusted relationships with people from diverse cultural and economic background. Has sufficient knowledge of diverse cultural expectations and norms to be successful. 	Opening Doors	Understanding differences is a key characteristic of diversity competency. Opening Doors is a highly valued, time-tested workshop model for creating a climate for constructive change on diversity for individuals and organizations. Opening Doors offers a foundational understanding of diversity that supports staff in developing a deeper awareness, understanding and skills for effectively working across differences. The registration cost for the workshop is $495 and includes all workshop materials, lodging and food. 	http://staff.cce.cornell.edu/orgdev/Pages/Course-Description2.aspx?courseid=136	2	
Equity & Inclusion	Can build effective relationships with people from diverse backgrounds. Understands how achieving equity and inclusion requires a combination of personal behaviors, organizational practices, and institutionalized policies. 	1	Able to build trusted relationships with people from diverse cultural and economic background. Able to build trusted relationships with people from diverse cultural and economic background. Has sufficient knowledge of diverse cultural expectations and norms to be successful. 	CCE Administration Diversity Resources	CCE Administration has multiple resources for understanding and developing relationships with diverse communities.	http://staff.cce.cornell.edu/orgdev/Pages/prof_courses.aspx?top=Diversity%20Awareness%20and%20Inclusion	0	
Equity & Inclusion	Successfully hires and supervises staff from diverse backgrounds	2	Recruits, hires/appoints, supervises and retains diverse staff and volunteers. Knows best practices for recruiting and hiring for diversity. Is aware of key areas of unaware bias in interviewing and ranking job candidates. Seeks diverse perspectives in creating recruiting and hiring processes.	Hiring with a Diversity Lens	On-site training provided to all CCE-Tompkins staff involved in the hiring processes. Offered on an as needed/ requested basis onsite by HR.	Contact HR staff. 	0	
Equity & Inclusion	Successfully hires and supervises staff from diverse backgrounds	2	Recruits, hires/appoints, supervises and retains diverse staff and volunteers. Knows best practices for recruiting and hiring for diversity. Is aware of key areas of unaware bias in interviewing and ranking job candidates. Seeks diverse perspectives in creating recruiting and hiring processes.	Excellence & Diversity - A Guide for Search Committees	An excellent written resource with information on attending to issues of diversity and inclusion in all stages of the hiring practice	Contact Margo Hittleman to borrow a copy.	0	
Equity & Inclusion	Successfully hires and supervises staff from diverse backgrounds	2	Recruits, hires/appoints, supervises and retains diverse staff and volunteers. Knows best practices for recruiting and hiring for diversity. Is aware of key areas of unaware bias in interviewing and ranking job candidates. Seeks diverse perspectives in creating recruiting and hiring processes.	Human Services Coalition of Tompkins County (HSCTC) Workshops	HSC-TC offers a variety of workshops throughout the year on diversity, equity and inclusion. Check their website for schedule and cost. Examples: From Micro-Aggressions to Equity; Cultural Competency	http://hsctc.org/index.php?page=training	0	
Equity & Inclusion	Successfully hires and supervises staff from diverse backgrounds	2	Recruits, hires/appoints, supervises and retains diverse staff and volunteers. Knows best practices for recruiting and hiring for diversity. Is aware of key areas of unaware bias in interviewing and ranking job candidates. Seeks diverse perspectives in creating recruiting and hiring processes.	Tompkins County Diversity Consortium Roundtable	Bi-annual conference that offers multiple presentations on diversity related topics	http://diversityconsortium.org/home.aspx	0	
Equity & Inclusion	Successfully hires and supervises staff from diverse backgrounds	2	Recruits, hires/appoints, supervises and retains diverse staff and volunteers. Knows best practices for recruiting and hiring for diversity. Is aware of key areas of unaware bias in interviewing and ranking job candidates. Seeks diverse perspectives in creating recruiting and hiring processes.	Lynda.com - Business: Business Skills	Web-based training videos on many topics. Free to staff with Cornell NetID. Example: Hire for Diversity and Inclusion	https://it.cornell.edu/lynda	0	
Equity & Inclusion	Successfully contributes to an inclusive organizational culture		Interacts respectfully and appropriately with people from a wide variety of backgrounds & life experiences. Understands and adapts to cultural differences in communication, relational, presentational and other styles/preferences and norms. Is self-aware of own cultural styles/preferences and norms. Understand how one's own background (cultural, socio-economic, generational, educational, etc.) impacts how one perceives other people and situations. Regularly seeks out opportunities to learn about the histories, cultures, experiences, etc. of people from a wide variety of backgrounds & life experiences. 	Opening Doors	Understanding differences is a key characteristic of diversity competency. Opening Doors is a highly valued, time-tested workshop model for creating a climate for constructive change on diversity for individuals and organizations. Opening Doors offers a foundational understanding of diversity that supports staff in developing a deeper awareness, understanding and skills for effectively working across differences. The registration cost for the workshop is $495 and includes all workshop materials, lodging and food. 	http://staff.cce.cornell.edu/orgdev/Pages/Course-Description2.aspx?courseid=136	2	
Equity & Inclusion	Successfully contributes to an inclusive organizational culture		Interacts respectfully and appropriately with people from a wide variety of backgrounds & life experiences. Understands and adapts to cultural differences in communication, relational, presentational and other styles/preferences and norms. Is self-aware of own cultural styles/preferences and norms. Understand how one's own background (cultural, socio-economic, generational, educational, etc.) impacts how one perceives other people and situations. Regularly seeks out opportunities to learn about the histories, cultures, experiences, etc. of people from a wide variety of backgrounds & life experiences. 	TC3Biz	TC3Biz sometimes offers a course of managing different generations in the workplace. Check catalogue for current offerings. Fee. 	http://www.tc3.edu/biz/	2	
Equity & Inclusion	Integrates CCETC diversity goals into programming	2	Develops innovative programming that meets a variety of community needs, experiences, and preferences. Understands and adapts to differing cultural norms in developing and delivering programming.	[resources needed]				
Equity & Inclusion	Ensures an organizational culture supportive of diversity & inclusion	3	Uses best practices for developing an inclusive organizational culture, supporting staff and volunteers to implement CCETC's diversity & inclusion goals, and ensuring accountability and success.	Lynda.com - Business: Business Skills	Web-based training videos on many topics. Free to staff with Cornell NetID. Example: Managing Diversity	https://it.cornell.edu/lynda	0	
Equity & Inclusion	Ensures an organizational culture supportive of diversity & inclusion	3	Uses best practices for developing an inclusive organizational culture, supporting staff and volunteers to implement CCETC's diversity & inclusion goals, and ensuring accountability and success.	CU Learn	In-person training through Cornell that covers the importance of cultural sensitivity, awareness, and barriers for cross cultural communication. The course number is HR 3001, which costs $35.	http://culearn.cornell.edu/	2	
Service Skills	Has excellent customer-service skills	1	Efficiently, effectively and positively assists other staff, volunteers & community members (e.g., providing information, collaborative problem-solving, sharing resources, etc.). Recognizes the diverse backgrounds of CCETC stakeholders and appropriately develops a respectful response to meet diverse needs.	Human Services Coalition of Tompkins County Workshops	HSC-TC offers a variety of workshops throughout the year on diversity, equity and inclusion. Check their website for schedule and cost. Examples: From Micro-Aggressions to Equity; Cultural Competency	http://hsctc.org/index.php?page=training	1	
Service Skills	Has excellent customer-service skills	1	Efficiently, effectively and positively assists other staff, volunteers & community members (e.g., providing information, collaborative problem-solving, sharing resources, etc.). Recognizes the diverse backgrounds of CCETC stakeholders and appropriately develops a respectful response to meet diverse needs.	Lynda.com - Business: Business Skills	Web-based training videos on many topics. Free to staff with Cornell NetID. Examples: Business Etiquette: Phone, Email and Text; Working with Upset Customers	https://it.cornell.edu/lynda	0	
Communication Skills	Has good verbal communication skills	1	Expresses thoughts clearly and logically. Transmits accurate, factual information. Shares ideas clearly to small groups in an informal setting. Understands and considers the needs of diverse users when responding to or initiating communication. 	CCETC Family & Community Development "P.S. It Works!" Training	Workshop presented by CCE Tompkins Parenting Program that helps participants develop new tools for communication and fine tune tools you already have	http://ccetompkins.org/family	0	
Communication Skills	Has good verbal communication skills	1	Expresses thoughts clearly and logically. Transmits accurate, factual information. Shares ideas clearly to small groups in an informal setting. Understands and considers the needs of diverse users when responding to or initiating communication. 	CCE Skills for Success	CCE Skills for Success, part of CCETC Position Description, provide guidelines for staff in communication.	http://staff.cce.cornell.edu/ses/WorkersComp/CCE%20Association%20Skills%20for%20Success.pdf	0	
Communication Skills	Has good verbal communication skills	1	Expresses thoughts clearly and logically. Transmits accurate, factual information. Shares ideas clearly to small groups in an informal setting. Understands and considers the needs of diverse users when responding to or initiating communication. 	Lynda.com - Business: Business Skills	Web-based training videos on many topics. Free to staff with Cornell NetID. Examples: Business Etiquiette: Phone, Email and Text; Writing Email; Business Writing Fundamentals; Communication	https://it.cornell.edu/lynda	0	
Communication Skills	Has good verbal communication skills	1	Expresses thoughts clearly and logically. Transmits accurate, factual information. Shares ideas clearly to small groups in an informal setting. Understands and considers the needs of diverse users when responding to or initiating communication. 	Skillport - Business Skills: Communications Skills	Web-based trainings and training videos on many topics. Free to staff with Cornell NetID. Examples: Communication Methods that Make Sense; Interpersonal Communication that Builds Trust	https://it.cornell.edu/skillsoft	0	
Communication Skills	Has strong listening skills	1	Has the ability to actively understand information provided by a speaker and verbally reflect and/or ask questions to demonstrate understanding. Can accept constructive feedback.	Lynda.com - Business: Business Skills	Web-based training videos on many topics. Free to staff with Cornell NetID. Example: Listening	https://it.cornell.edu/lynda	0	
Communication Skills	Has strong listening skills	1	Has the ability to actively understand information provided by a speaker and verbally reflect and/or ask questions to demonstrate understanding. Can accept constructive feedback.	Skillport - Business Skills: Communications Skills	Web-based trainings and training videos on many topics. Free to staff with Cornell Net ID. Examples: Mastering Active Listening in the Workplace; Roadblocks to Excellent Listening; Active Listening Skills for Professionals	https://it.cornell.edu/skillsoft	0	
Communication Skills	Has strong listening skills	1	Has the ability to actively understand information provided by a speaker and verbally reflect and/or ask questions to demonstrate understanding. Can accept constructive feedback.	TED Talk	Free online videos on a variety of topics, ranging from informational to inspirational. Examples: Julian Treasure: 5 Ways to Listen Better; Evelyn Glennie: How to Truly Listen; etc.  	https://www.ted.com/talks	0	
Communication Skills	Has strong verbal communication skills	2	Communicates complex ideas and processes in a clear and concise way. Can give constructive feedback.	Lynda.com - Business: Business Skills	Web-based training videos on many topics. Free to staff with Cornell NetID. Examples: Communication Tips, Communicating with Confidence; Effective Listening; Body Language for Leaders	https://it.cornell.edu/lynda	0	
Communication Skills	Has strong verbal communication skills	2	Communicates complex ideas and processes in a clear and concise way. Can give constructive feedback.	Skillport - Business Skills: Communications Skills	Web-based training videos on many topics. Free to staff with Cornell NetID. Examples: Communication Methods that Make Sense - and Make Your Point; Delivering Feedback; Feedback and its Vital Role in the Workplace	https://it.cornell.edu/skillsoft	0	
Communication Skills	Has appropriate communication skills in leadership roles	2	Ability to effectively lead group communications and model appropriate communication methods.	CCE Administration Communications Webinars	CCE Administration offers webinars on topics such as: Leading Ourselves, Leading Others, Strategies for Effective Meetings: What Works for You?, Building Collaborative Teams.	http://staff.cce.cornell.edu/orgdev/Pages/foundations.aspx	0	
Communication Skills	Has appropriate communication skills in leadership roles	2	Ability to effectively lead group communications and model appropriate communication methods.	Skillport - Business Skills: Communications Skills	Web-based training videos on many topics. Free to staff with Cornell NetID. Example: Plan and Manage Project Communications	https://it.cornell.edu/skillsoft	0	
